0.49913,-0.248274,1.09444
0.108446,-0.0845063,0.5364
0.084801,-0.16324,0.52918
0.0395638,0.13204,0.615464
0.0389717,0.133022,0.62299
-0.052705,-0.27746,0.873541
0.0616763,-0.204505,1.20204
0.51268,-0.228317,1.09339
0.110587,-0.146766,0.526969
0.0733174,-0.168294,0.537598
0.118177,-0.203517,1.19269
0.15778,-0.0388256,0.548157
0.481069,-0.164494,1.11425
-0.00369214,-0.344514,1.19708
0.000349486,-0.273359,1.20561
0.14606,-0.178721,0.517131
0.147457,-0.185998,0.524896
0.101368,-0.0725281,0.540345
0.0613539,-0.213258,1.20168
0.482166,-0.186523,1.10954
-0.140583,-0.278377,1.23592
0.034244,0.108637,0.610798
0.0833857,-0.133733,0.532431
0.0817921,-0.136045,0.534905
-0.00169697,-0.291902,1.20215
0.109731,-0.153449,0.525903
0.104953,-0.154948,0.52668
0.0972721,-0.327895,1.17631
0.509339,-0.234501,1.09606
0.0908015,0.0339412,1.18197
0.222274,0.0862617,0.510833
0.21867,0.0670849,0.513189
0.149344,0.141519,0.547386
0.0735622,-0.129006,0.535592
0.0847756,-0.142362,0.531658
0.0644643,-0.182628,0.522229
0.214051,0.114795,0.505643
0.261623,0.0992446,0.550289
0.0739229,0.0973479,0.598031
0.0864107,-0.153347,0.530777
0.0866366,-0.1567,0.531192
0.0673771,-0.18176,0.531205
0.0991718,-0.133588,0.530536
0.0663911,-0.147796,0.535964
0.147369,0.131823,0.547822
0.075904,0.143424,0.561166
0.214586,0.0700546,0.516415
1.27512,0.116369,0.386457
0.982587,0.0866523,-0.569602
0.278103,0.239166,-0.340118
0.269022,0.214871,-0.251576
-0.283885,-0.0681096,0.0964498
-0.245384,0.127195,-0.324014
-0.257092,0.123103,-0.33143
0.397414,0.124875,0.44131
1.15669,0.0319928,0.608957
1.33369,-0.0418486,0.562587
1.20478,-0.0109325,0.469871
1.35807,-0.165024,0.556543
1.35522,-0.197255,0.573334
1.30852,0.068101,0.424806
1.22845,0.111758,0.481909
1.28147,-0.0839091,0.58366
1.23878,-0.0240123,0.505353
-0.370739,-0.0964625,1.18457
-0.397048,-0.229077,0.556403
-0.324784,0.0524348,1.23378
-0.331722,-0.307201,1.03078
-0.45355,-0.0987728,1.25896
1.21768,-0.0233804,0.540825
1.36857,0.034069,0.374224
1.24045,0.0112052,0.445968
1.38238,-0.22195,0.54704
1.26393,-0.0489892,0.546161
1.33541,-0.223696,0.537227
1.31268,-0.185244,0.444516
1.35535,-0.248521,0.578182
1.36451,-0.176524,0.554048
1.2913,-0.20951,0.458431
1.3857,-0.177147,0.572297
1.22568,-0.0200278,0.536555
1.23879,-0.0245624,0.530897
1.34948,-0.146099,0.579714
1.24861,-0.0432946,0.524896
1.25293,0.10584,0.630675
0.271893,0.168734,-0.501214
0.228873,0.232873,-0.279042
0.246614,0.216815,-0.319967
-0.447713,0.143697,0.649553
-0.313922,-0.0699631,0.116739
1.30408,-0.204862,0.459043
1.21536,-0.022239,0.535801
1.34222,-0.127029,0.567073
0.738994,0.230261,-0.238991
0.887804,0.164004,-0.328709
0.884535,0.15863,-0.332729
0.882931,0.164532,-0.348944
0.808633,0.152444,-0.243341
1.25762,-0.00447006,0.45708
1.3504,0.0956965,0.451816
1.23098,-0.0203157,0.536516
1.33227,-0.0820995,0.599669
1.26071,-0.0853575,0.580849
1.32785,-0.0810426,0.598152
1.29593,-0.0218334,0.448558
1.37016,-0.18442,0.425455
1.35105,-0.126076,0.560444
1.30421,-0.0682477,0.615413
1.44774,-0.202944,0.816467
1.26636,0.104787,0.385465
1.11983,-0.0407185,0.586555
0.199374,0.254752,-0.257924
0.0518353,-0.0517618,-0.472367
1.2899,-0.075708,0.642113
1.13908,0.0288287,0.60349
1.34322,-0.0470818,0.56397
-0.342292,-0.033377,-0.106633
-0.282997,0.026766,-0.0980209
-0.330856,-0.0435434,-0.0780147
0.700646,0.229395,-0.447689
1.28379,-0.0519819,0.572102
1.29709,-0.0699414,0.642464
-0.28956,0.248225,-0.2705
-0.337089,-0.0312337,-0.103812
-0.311172,-0.0483853,0.107625
-0.326985,0.0365709,-0.067037
1.11627,-0.00609569,-0.343348
0.85006,-0.192616,-0.116915
0.277972,-0.228882,1.15974
0.394044,0.123448,0.449913
0.394765,0.124535,0.44564
0.494475,0.250184,-0.446084
0.403688,0.147152,0.461565
0.407782,0.158009,0.444241
0.723508,-0.10796,-0.665373
0.493322,0.187507,-0.58414
0.63807,-0.184324,-0.0782745
0.39737,0.12598,0.440875
0.706045,0.228098,-0.445329
0.367174,0.0469046,0.452122
0.849264,0.0932576,-0.285069
0.746983,0.230898,-0.241666
0.839474,0.216785,-0.204565
1.01076,0.144057,-0.581745
1.29028,0.180657,0.0691045
1.24956,-0.120818,0.188297
1.39711,-0.199145,0.568905
0.161897,-0.0466712,0.557877
-0.419174,-0.230969,0.547224
-0.306145,0.120117,0.535856
0.148724,-0.0767099,-0.423162
0.496016,0.205162,-0.246995
0.407936,0.0862288,0.426048
-0.336877,0.104001,0.602888
0.169467,-0.0514538,0.580892
-0.213764,-0.123757,0.511975
0.259217,0.033657,0.458655
0.260334,0.0374935,0.459091
1.35681,-0.161875,0.535912
1.31602,-0.0857872,0.590675
1.20367,-0.0367082,0.465501
1.23481,0.0484438,0.311926
3.5998,-0.052442,-0.300665
0.525535,0.139834,-0.346481
0.808737,0.0495289,-0.65863
0.167572,0.272551,-0.340799
0.248708,0.233435,-0.261121
-0.158631,0.155027,-0.380738
-2.02378,2.43938,-6.70778
0.0933316,0.251587,-0.34085
-0.0802376,0.152851,-0.405993
-0.116032,0.0901999,-0.39382
